feature,importance
lesion_percentage,0.2188614848406427
hsv_var_h,0.2055566526275382
asymmetry_score,0.09717794368627145
rgb_var_g,0.07664191934399187
ita_mean,0.06527201808051405
rgb_var_r,0.05703337696958535
total_pixels,0.05678672951941654
compactness,0.05507882682262177
perimeter,0.03848100777304018
rgb_var_b,0.0374419781551219
hsv_var_s,0.029896848540212496
hsv_var_v,0.028390264752153546
border_pixels,0.020794069768438086
area,0.012586879120452005
fst_predicted,0.0
