feature,importance
lesion_percentage,0.39180788471709205
hsv_var_h,0.3611242800096885
asymmetry_score,0.10916826449849064
total_pixels,0.04389542604205458
rgb_var_r,0.035391638583809636
compactness,0.030964674733688583
perimeter,0.019802206406491264
rgb_var_g,0.007845625008684897
area,0.0
border_pixels,0.0
rgb_var_b,0.0
hsv_var_s,0.0
hsv_var_v,0.0
